ICAO Code,Classification,Category,Wing Span(m),Length(m),Height(m),MTOW(t),Fuel Capacity(ltr),Maximum Range(Nm),Persons On Board,Take Off Distance(m),Landing Distance(m),Absolute Ceiling(x100ft),Optimum Ceiling(x100ft),Maximum Speed(kts / M),Optimum Speed(kts / M),Maximum Climb Rate(ft / min),List of Manufacturers
TAYB,L1P,L/G,11,6.7,2,0.5,,430,,,,170,100,96,83,600,"['SWICK Swick-T', 'TAYLORCRAFT (1) BC', 'TAYLORCRAFT (1) BC Ace', 'TAYLORCRAFT (1) BC Sportsman', 'TAYLORCRAFT (1) BC Traveller', 'TAYLORCRAFT (1) BC Twosome', 'TAYLORCRAFT (1) BF', 'TAYLORCRAFT (1) BL', 'TAYLOR-YOUNG BC', 'TAYLOR-YOUNG BF', 'TAYLOR-YOUNG BL']"
TAYD,L1P,L/G,10.8,,,,,160,2,,,100,80,,76,,"['TAYLORCRAFT (1) DC', 'TAYLORCRAFT (1) DCO', 'TAYLORCRAFT (1) DF', 'TAYLORCRAFT (1) DL', 'TAYLORCRAFT (1) L-2', 'TAYLORCRAFT (1) O-57']"
TB05,L1P,L/G,,,,1,180,,4,,,,,152,110,,['AMC Texas Bullet 205']
TB20,L1P,L/G,9.7,7.7,3,1.3,340,700,4,630,533,250,200,199,186,850,"['SHIJIAZHUANG LE-500 Little Eagle', 'SHIJIAZHUANG LE-500 Xiaoying', 'SOCATA TB-20 Trinidad', 'SOCATA TB-20 Pashosh']"
TB21,L1P,L/G,9.7,7.7,2.9,1.3,340,1100,4,595,533,250,200,187,129,1200,['SOCATA TB-21 Trinidad TC']
TB30,L1P,L/G,7.9,7.5,2.6,1.2,210,720,2,640,440,230,,281,208,800,"['AEROSPATIALE TB-30 Epsilon', 'OGMA TB-30 Epsilon', 'SOCATA TB-30 Epsilon']"
TB31,L1T,L/G,7.9,8,2.6,1.5,270,700,2,650,600,300,,280,250,2100,['SOCATA TB-31 Omega']
TBEE,A2P,L/G,13.2,9.5,3.1,2,370,900,5,25,,190,80,140,130,1200,['UNITED CONSULTANT UC-1 Twin Bee']
TBM,L1P,M/G,16.5,12.1,4.7,7,,900,3,,,230,,278,171,1075,"['GENERAL MOTORS TBM Avenger', 'GRUMMAN G-40 Avenger', 'GRUMMAN TBF Avenger']"
TBM7,L1T,L/G,12.6,10.6,4.3,2.9,1124,1350,7,485,620,300,250,,243,1700,"['SOCATA TBM-700A', 'SOCATA TBM-700B', 'SOCATA TBM-700C', 'TBM TBM-700', 'TBM TBM-700A']"
TBM8,L1T,L/G,12.7,10.7,4.3,3.4,1100,1500,6,870,750,310,260,320,252,2400,"['SOCATA TBM-850', 'SOCATA TBM-700N (TBM-850)']"
TBM9,L1T,L/G,12.8,10.7,4.3,3.3,1100,1700,6,720,740,310,,330,250,,"['DAHER TBM-700N (TBM-930)', 'DAHER TBM-930', 'DAHER TBM-700N (TBM-910)', 'DAHER TBM-910', 'DAHER TBM-940', 'DAHER TBM-700N (TBM-940)', 'SOCATA TBM-900', 'SOCATA TBM-930', 'SOCATA TBM-700N (TBM-900)', 'SOCATA TBM-700N (TBM-930)', 'SOCATA TBM-910', 'SOCATA TBM-700N (TBM-910)']"
TBR3,L1P,L/G,11,5.7,1.8,0.6,37,150,2,100,,,60,82,,680,"['GOLDEN CIRCLE T-Bird 2 Cargo', 'GOLDEN CIRCLE T-Bird 3']"
TC2,L1P,L/G,6.4,5,,,0.6,,2,,,140,100,160,,1500,['AERO MIRAGE TC-2']
TCAT,L2P,M/G,15.7,13.8,5,11.6,,1050,1,,,410,,377,192,4500,"['GRUMMAN F7F Tigercat', 'GRUMMAN G-51 Tigercat']"
TCOU,L2P,L/G,12.5,10,2.6,2.5,,725,6,,,220,160,162,147,1250,"['HELIO H-500 Twin Courier', 'HELIO U-5 Twin Courier']"
TD1,L1P,L/G,11,7.3,2.2,0.6,60,250,2,75,100,120,,95,,700,['TAIWAN DANCER TD-1']
TD2,L1T,L/G,9.6,8.3,,1.7,610,1300,2,470,450,250,,323,279,5400,['TURBINE DESIGN TD-2 Tempest']
TD3,L1P,L/G,8.6,7.2,2.2,0.6,50,250,2,,60,120,,90,70,900,['TAIWAN DANCER TD-3 Alluvion Legend']
TEAL,A1P,L/G,9.7,7.1,2.8,1,250,,4,,,130,80,100,,600,"['SCHWEIZER TSC-1 Teal', 'TEAL TSC-1 Teal', 'THURSTON TSC-1 Teal']"
TERM,L1P,L/G,7.1,4.6,,0.3,,130,1,,,100,80,82,73,450,['SMITH (2) Termite']
TERR,L1P,L/G,8.7,6.1,2.3,0.6,80,,2,100,,150,,130,110,1500,['FOXCON Terrier']
TEX2,L1T,L/G,10.1,,3.2,3,620,900,2,660,1030,350,,314,230,4000,"['BEECHCRAFT T-6 Texan 2', 'BEECHCRAFT AT-6 Texan 2', 'BEECHCRAFT 3000 Texan 2', 'BEECHCRAFT AT-6 Wolverine', 'HAWKER BEECHCRAFT T-6 Texan 2', 'HAWKER BEECHCRAFT AT-6 Texan 2', 'HAWKER BEECHCRAFT T-6 Efroni', 'RAYTHEON 3000 Harvard 2', 'RAYTHEON 3000 Texan 2', 'RAYTHEON CT-156 Harvard 2', 'RAYTHEON T-6 Texan 2']"
TEXA,L1P,L/G,8.6,7,2.4,0.5,70,,2,120,140,,100,135,121,1370,['FLY SYNTHESIS Texan']
TF19,L1P,L/G,10.9,6.7,2,1,90,,,120,,180,,110,99,800,"['TAYLORCRAFT (1) 19 Sportsman', 'TAYLORCRAFT (1) F-19 Sportsman']"
TF21,L1P,L/G,10.9,6.7,2,0.7,150,340,,,,180,120,108,99,1100,"['TAYLOR KITS T-Kraft', 'TAYLORCRAFT (1) F-21']"
TF22,L1P,L/G,11,6.7,1.8,0.8,150,600,,250,200,180,120,,110,800,"['TAYLORCRAFT (1) F-22 Classic', 'TAYLORCRAFT (1) F-22 Ranger', 'TAYLORCRAFT (1) F-22 Tracker', 'TAYLORCRAFT (1) F-22 Tri-Classic', 'TAYLORCRAFT (1) F-22 Trooper']"
TFK2,L1P,L/G,15,6.2,,0.5,45,480,1,220,140,150,100,135,116,690,"['AMS-FLIGHT Carat', 'TECHNOFLUG TFK-2 Carat']"
TFOC,L1P,L/G,10.3,10,3.3,,880,,1,,,200,,360,,4000,['THUNDER WINGS Focke-Wulf Fw-190']
TFUN,L1P,L/G,16.7,7.8,,0.8,40,800,2,,,,,135,110,,"['TWI Taifun', 'VALENTIN Taifun']"
TGRS,L1P,L/G,9.1,7.6,2.4,1.6,350,1400,4,500,560,300,240,,285,2600,['LANCAIR Tigress']
TIAD,L1P,L/G,10,2.7,3.6,0.5,50,,1+1,,,,,65,49,,['TRIKE ICAROS Adventure']
TIGR,H2T,L/G,-,15.8,5.2,6,1360,430,2,,,130,80,170,134,1970,"['AIRBUS HELICOPTERS EC-665 Tiger', 'AIRBUS HELICOPTERS EC-665 Tigre', 'AUSTRALIAN AEROSPACE EC-665 Tiger', 'EUROCOPTER EC-665 Tiger', 'EUROCOPTER EC-665 Tigre']"
TIJU,L1P,L/G,6.9,5.6,1.5,0.4,40,,1,,,140,100,90,80,850,"['AVIONS FAIREY Tipsy Junior', 'TIPSY Junior']"
TIPB,L1P,L/G,9.5,6.6,2.1,0.5,,430,2,,,200,140,105,86,440,"['AVIONS FAIREY Tipsy B', 'AVIONS FAIREY Tipsy BC', 'AVIONS FAIREY Tipsy Belfair', 'AVIONS FAIREY Tipsy Trainer', 'BRIAN ALLEN Tipsy B', 'BRIAN ALLEN Tipsy Trainer', 'TIPSY B', 'TIPSY BC', 'TIPSY Belfair', 'TIPSY Trainer']"
TJET,L2J,L/G,10.1,8.5,2.7,1.4,1200,1700,5,720,640,310,240,350,200,3000,"['MAVERICK TJ-1500 Leader', 'MAVERICK TJ-1500 TwinJet', 'TAM TAM-Jet']"
TL20,L1P,L/G,8.4,5.9,2.3,0.5,100,,2,,,150,,160,130,1370,"['TL ULTRALIGHT TL-2000 Sting', 'TL ULTRALIGHT TL-2000 StingSport', 'TL ULTRALIGHT TL-96 Star', 'TL ULTRALIGHT TL-96 StarSport', 'TL ULTRALIGHT TL-96 Sting']"
TL30,L1P,L/G,9.4,6.7,2.2,0.5,130,1000,2,,,,,125,100,1500,['TL ULTRALIGHT TL-3000 Sirius']
TLEG,L1T,L/G,8.6,7.8,2.8,1.6,370,900,2,240,250,300,140,274,261,6500,"['LEGEND Turbine Legend', 'PERFORMANCE Turbine Legend']"
TM5,L1P,L/G,7.6,5.6,,,53,300,2,,,,,110,95,700,['TM AIRCRAFT TM-5']
TMOT,L1P,L/G,7,5.7,2.2,0.5,40,200,2,100,120,,60,,75,800,"['FISHER R-80 Tiger Moth', 'FISHER RS-80 Tiger Moth']"
TMUS,L1P,L/G,7,7.2,2.8,1.3,420,1500,1,,,250,130,355,295,5500,['PAPA 51 Thunder Mustang']
TNAV,L2P,L/G,10.2,8.2,3.1,3,,800,2,,,200,130,180,147,1800,"['CAMAIR 480 Twin Navion', 'RILEY 55 Twin Navion', 'TEMCO D-16 Twin Navion']"
TNDR,L1P,L/G,11,7.7,2.1,1.2,200,600,4,,,140,100,120,110,1000,['DREAM Tundra']
TOBA,L1P,L/G,9.8,7.6,3,1.1,216,680,5,505,425,150,100,132,116,700,"['SOCATA TB-10 Tobago', 'SOCATA TB-200 Tobago']"
TOOT,L1P,L/G,5.8,5.1,2.1,0.6,60,150,1,180,450,160,100,156,108,1600,['MEYER Little Toot']
TOR,L2J,M/F,13.9,16.7,5.9,28.1,5090,2100,2,900,,510,,1263 / 1.96,566,15000,"['AERITALIA Tornado', 'BAC Tornado', 'BRITISH AEROSPACE Tornado', 'MBB Tornado', 'PANAVIA Tornado']"
TOUR,L1P,L/G,7.9,6.5,2.1,0.7,,540,2,,,140,100,123,96,900,"['AESL Airtourer', 'GLOS AIR Glos-Airtourer', 'MILLICER M-10 AirTourer', 'VICTA Airtourer']"
TOXO,L1P,L/G,7.9,5.4,2,0.6,60,,,160,250,150,100,189,119,1400,['CAG (1) Toxo']
TP40,L1P,L/G,11.3,9.6,3.7,,,,1,,,290,,314,271,2000,['THUNDER WINGS Curtiss P-40']
TPIL,L1T,L/G,8.8,8,2.7,1.3,,650,2,500,,190,160,167,143,1520,"['ENAER T-35DT Turbo Pillan', 'ENAER T-35TX Aucan']"
TPIN,L2P,L/G,23.3,13.8,3.7,6.6,,690,16,,,200,180,143,137,1370,['SCOTTISH AVIATION Twin Pioneer']
TR1,A1P,L/G,12.7,8.9,3.8,1.9,380,500,6,300,200,180,80,154,,600,['TRIDENT TR-1 Trigull']
TR20,L1P,L/G,8,6.4,1.8,0.8,,,2,400,450,150,100,155,,2100,"['FEUGRAY TR-200', ""TECH'AERO TR-200""]"
TR26,L1P,L/G,,,,,,,1,,,,,,,,['FEUGRAY TR-260 Sirius']
TR55,L1P,L/G,10,6.8,2.4,0.6,60,400,2,250,,130,100,116,80,880,"['3XTRIM 550 Trener', '3XTRIM 3X-55 Trener', '3XTRIM 3X-LS Navigator 600']"
TRAL,L1P,L/G,8.5,6.2,2.3,0.5,,,2,120,100,130,,,90,700,['GROPPO Trail']
TRAP,L1P,L/G,9.1,,,0.4,,,2,,,100,60,86,73,1000,['CAPELLA T-Raptor']
TRBA,L1P,L/G,8.6,6.2,1.8,0.5,,430,2,120,90,130,100,121,108,890,['PODESVA Trener Baby']
TRDO,L1P,L/G,7.9,6,2.1,0.6,60,315,2,80,,145,125,110,,1400,['TITAN Tornado SS']
TRF1,L1P,L/G,6.6,6.4,,1,200,250,2,100,230,,130,210,195,3500,['TEAM ROCKET F-1']
TRIM,L3P,L/G,23.7,15.2,4.1,4.6,885,450,15,,,185,140,,78,,"['FORD 4-AT Tri-Motor', 'FORD 5-AT Tri-Motor']"
TRIS,L3P,L/G,16.1,15,4.3,4.5,,860,18,590,440,130,100,157,,980,"['ANGLO NORMANDY BN-2A Mk3 Trislander', 'AVIONS FAIREY BN-2A Mk3 Trislander', 'BRITTEN-NORMAN BN-2A Mk3 Trislander', 'PILATUS BRITTEN-NORMAN BN-2A Mk3 Trislander']"
TRMA,L3P,L/G,18.2,12.8,3.6,4.1,800,600,12,230,130,145,100,138,115,1000,['STINSON A Tri-Motor']
TRWN,L2P,L/G,15.1,10.7,2.8,4.6,800,1270,2+7,650,570,215,160,200,190,1200,['PACIFIC AIRMOTIVE Tradewind']
TS11,L1J,L/G,10.6,11.1,3.5,3.8,1200,675,2,,,370,,491,342,4530,['PZL-MIELEC TS-11 Iskra']
TS14,L1P,L/G,17,8.2,1.1,0.5,,,2,,,,,110,60,,['TEST TST-14 Bonus']
TS1J,L1J,L/G,18,,,0.6,,,2,,,,,150,100,,['JONKER JS-1TJ Revelation']
TS8,L1P,L/G,10.5,8.5,3.3,1.7,474,335,2,,,200,140,168,154,1240,['PZL-MIELEC TS-8 Bies']
TSPT,L1P,L/G,11.2,9.1,3.4,3,550,500,1,330,660,250,,351,280,3500,['THUNDER WINGS Supermarine Spitfire']
TSTN,L1P,L/G,8.4,5.8,1.9,,74,400,4,520,,100,60,,,,['TERRAFUGIA Transition']
TSTR,G1P,L/G,-,4,2.6,0.6,,113,2,152,15,100,60,78,56,1500,"['AIR & SPACE Twinstar', 'FARRINGTON Twinstar']"
TTRS,L1P,L/G,10.1,6.5,2,0.5,85,370,,70,,160,,100,90,1450,['HUMBERT Tetras']
TTWO,L1P,L/G,6,3.9,1.8,0.3,35,400,1,200,260,140,100,120,105,1000,['PARKER Teenie Two']
TU16,L2J,M/D,33,34.8,10.3,79,36000,3200,7,,,420,,566,458,,"['TUPOLEV Tu-16', 'XIAN H-6']"
TU22,L2J,M/D,23.6,41.6,10.1,85,40800,3200,7,2200,,490,,869 / 1.52,,,['TUPOLEV Tu-22']
TU95,L4T,H/C,51.1,54.1,15.5,182,,7120,120-220,,,390,240,488 / .77,465 / .70,,"['TUPOLEV Tu-20', 'TUPOLEV Tu-95', 'TUPOLEV Tu-142']"
TUCA,L1T,L/G,11.1,9.9,3.4,2.5,690,990,2,700,600,300,160,241,221,2100,"['AOI EMB-312 Tucano', 'EMBRAER A-27 Tucano', 'EMBRAER EMB-312 Tucano', 'EMBRAER EMB-312F Tucano', 'EMBRAER T-27 Tucano', 'SHORT S-312 Tucano']"
TUL3,L1P,L/G,9.7,6.2,,,,,2,,,130,100,110,90,1000,['PODESVA TUL-03 Amigo']
TUTR,L1P,L/G,10.3,8,2.9,1.1,,215,2,,,160,100,105,91,,['AVRO 621 Tutor']
TVL4,L1P,L/G,10.3,7.3,2.4,,,500,3,,,200,130,110,95,,"['TRAVEL AIR 4', 'TRAVEL AIR 4000']"
TVLB,L1P,L/G,10.1,7.3,2.7,1,,500,,,,100,60,,85,520,"['BEL-AIRE 2000', 'TRAVEL AIR 2000', 'TRAVEL AIR B']"
TWEN,L1P,L/G,10.3,7.7,2.7,1.1,240,715,4,390,320,130,80,140,133,1000,['TECNAM P-2010 Twenty-Ten']
TWIR,L2P,L/G,9.2,7.1,1.9,1,,1150,4,,,140,,180,176,1500,"[""DYN'AERO Twin-R""]"
TWSP,L1P,L/G,11.2,9.1,3.4,3,550,500,1,330,660,250,,351,280,3500,['TIME WARP Spitfire']
TWST,L1P,L/G,7.5,6.1,1.4,0.4,80,700,1,,,,,140,110,1080,['SILENCE Twister']
TZRV,L1J,L/G,8,10.7,3.6,4,1000,400,2,600,650,380,,350,,,['IRIAF JT-2-2 Tazarve']
U15,L1P,L/G,15,6.5,1.4,0.5,,,2,,,,,130,,,['PHOENIX AIR U-15 Phoenix']
U16,A2P,M/F,29.4,19.3,7.8,13.9,,450,28,,,220,180,205,195,1250,"['GRUMMAN G-64 Albatross', 'GRUMMAN G-111 Albatross', 'GRUMMAN HU-16 Albatross', 'GRUMMAN SA-16 Albatross', 'GRUMMAN UF Albatross']"
U2,L1J,M/G,24.5,15.2,4.5,11,5790,2500,1,,,700,,459,400,6000,"['LOCKHEED ER-2', 'LOCKHEED U-2']"
U21,L2T,L/G,16.6,13.3,4.5,,2100,,10,1000,860,350,310,293,278,2450,"['BEECH 90 (A90-1) Ute', 'BEECH 90 (A90-2) Ute', 'BEECH 90 (A90-3) Ute', 'BEECH 90 (A90-4) Ute', 'BEECH EU-21 Ute', 'BEECH JU-21 Ute', 'BEECH RU-21 Ute', 'BEECH U-21A Ute', 'BEECH U-21G Ute']"
U22,L1P,L/G,12,8.1,2.5,2.3,,,1,,,300,,188,120,,"['BEECH 1074', 'BEECH 1079', 'BEECH QU-22']"
UBAT,L1P,L/G,6.4,4.9,,,44,,1,170,,120,60,176,110,,['AUSTRALITE Ultrabat']
UF10,L1P,L/G,10,5.9,1.9,0.5,50,400,2,,,140,100,,110,980,"['AIRO 5', 'DISTAR UFM-10 Samba', 'URBAN UFM-10 Samba']"
UF13,L1P,L/G,13,6.6,1.9,0.5,50,430,2,,,140,100,108,81,980,"['DISTAR UFM-13 Lambada', 'URBAN UFM-13 Lambada', 'URBAN UFM-11 Lambada']"
UFHT,G1P,L/G,-,4,3.1,0.7,100,,2,,,,60,,86,1500,['UFO HeliThruster']
UH1,H1T,L/G,-,12.7,4.4,4.7,840,300,16,,,140,80,122,117,1600,"['AGUSTA AB-204', 'AGUSTA AB-205', 'AGUSTA Hkp3', 'AIDC UH-1', 'BELL 204', 'BELL 205', 'BELL 210', 'BELL CH-118', 'BELL CUH-1H', 'BELL EH-1 Iroquois', 'BELL HH-1 Iroquois', 'BELL SH-1 Iroquois', 'BELL TH-1E Iroquois', 'BELL TH-1F Iroquois', 'BELL TH-1H Iroquois', 'BELL TH-1L Iroquois', 'BELL UH-1A Iroquois', 'BELL UH-1B Iroquois', 'BELL UH-1C Iroquois', 'BELL UH-1D Iroquois', 'BELL UH-1E Iroquois', 'BELL UH-1F Iroquois', 'BELL UH-1H Iroquois', 'BELL UH-1L Iroquois', 'BELL UH-1M Iroquois', 'BELL UH-1V Iroquois', 'DORNIER UH-1', 'FUJI 204', 'FUJI 205', 'FUJI UH-1', 'GLOBAL Huey 800', 'PANHA Shabaviz 2-75', 'UNC Ultra Huey']"
UH12,H1P,L/G,-,8.6,3,1.2,,320,,,,160,150,83,78,1290,"['FAIRCHILD HILLER E4', 'FAIRCHILD HILLER L3', 'FAIRCHILD HILLER L4', 'FAIRCHILD HILLER OH-23 Raven', 'FAIRCHILD HILLER SL3', 'FAIRCHILD HILLER SL4', 'FAIRCHILD HILLER UH-12E', 'HILLER H-23 Raven', 'HILLER HTE Raven', 'HILLER OH-23 Raven', 'HILLER UH-12B', 'HILLER UH-12C', 'HILLER UH-12E', 'HILLER UH-12E3', 'HILLER UH-12E4', 'HILLER UH-12E5', 'HILLER UH-12L3', 'HILLER UH-12L4', 'HILLER UH-12SL3', 'HILLER UH-12SL4', 'ROGERSON HILLER UH-12E Hauler']"
UH1Y,H2T,M/G,-,13.6,4.4,8.3,1180,350,22,,,200,80,165,135,,['BELL UH-1Y']
UHEL,-,-/,,,,,,,,,,,,,,,"['(any manufacturer) Microlight helicopter', 'any manufacturer) Ultralight helicopter']"
UL10,L1P,L/G,5.9,6.4,,,,,,,,150,100,217,,,"['STREAMLINE WELDING 10 Ultimate Competitor', 'STREAMLINE WELDING 10 Ultimate Winner', 'ULTIMATE 10 Albertan']"
UL20,L1P,L/G,,,,0.7,,,1,,,150,100,,,4100,"['STREAMLINE WELDING 20 Ultimate Companion', 'ULTIMATE 20']"
UL2F,L1P,L/G,8.6,6.4,2.5,0.5,45,540,2,180,250,150,100,145,130,1200,['AEROS UL-2000 Flamingo']
UL39,L1P,L/,7.2,7.4,3,0.5,,296,,,,,,183,107,,['CVUT UL-39 Albi']
UL45,L1P,L/G,9.5,6.9,2.4,0.5,50,400,2,225,,140,100,117,94,1080,"['3XTRIM 450 Ultra', '3XTRIM 3X-47 Ultra']"
ULAC,-,-/,,,,,,,,,,,,,,,"['(any manufacturer) Microlight aircraft', '(any manufacturer) Ultralight aircraft']"
ULPA,L1P,L/G,10.4,7.8,2.9,1.4,250,800,4,,,130,100,,200,,['ULLMANN Panther']
ULTS,H1P,L/G,-,6,2.3,0.5,60,220,2,,,120,,90,,1000,['AMERICAN SPORTSCOPTER Ultrasport 496']
UM18,G1P,L/G,-,5,2.8,0.8,,280,2,,,100,60,87,78,,"['AIR & SPACE 18', 'FAIRCHILD (1) F-18 Flymobil', 'UMBAUGH 18']"
UNIV,L1P,L/G,11,8.6,3,1.6,450,1000,2,,,260,,175,165,1730,"['NEIVA N-621 Universal', 'NEIVA N-622 Universal', 'NEIVA T-25 Universal']"
URRA,L1P,L/G,10.2,6.4,2.5,0.6,75,350,2,80,100,120,,,,900,"['IBIS (2) Urraco', 'IBIS (2) Arrow']"
US2,A4T,M/D,33.1,33.2,10,43,,2500,11,280,310,300,240,315,260,,['SHINMAYWA US-2']
UT60,L1P,L/G,11.4,8.4,3.2,1.8,,400,4,390,270,170,100,124,114,880,['UTVA 60']
UT65,L1P,L/G,12.2,8.5,2.6,1.8,,310,1,,,130,60,116,95,,['UTVA 65 Privrednik']
UT66,L1P,L/G,11.4,8.4,3.2,1.8,,400,4,390,270,170,100,124,114,880,['UTVA 66']
UT75,L1P,L/G,9.7,7.1,3.2,1,200,430,2,,,135,100,116,,690,"['SAFAT 03', 'UTVA 75', 'UTVA V-53']"
UU12,L1P,L/G,10,7.5,2.9,,,,,,,110,80,275,,2300,['UDET U-12 Flamingo Replica']
V1,L2T,M/G,14.6,12.5,3.8,8.2,2300,875,2,270,,310,,268,231,2100,"['GRUMMAN AO-1 Mohawk', 'GRUMMAN G-134 Mohawk', 'GRUMMAN OV-1 Mohawk', 'GRUMMAN RV-1 Mohawk']"
V10,L2T,L/G,12.2,11.9,4.5,6.5,1520,1190,2,,,300,,250,,2000,"['NORTH AMERICAN OV-10 Bronco', 'NORTH AMERICAN ROCKWELL OV-10 Bronco', 'ROCKWELL OV-10 Bronco']"
V22,T2T,M/F,25.7,17.4,5.2,27.4,6280,1730,14-24,,,260,,305,275,2300,"['BELL-BOEING 901 Osprey', 'BELL-BOEING CV-22 Osprey', 'BELL-BOEING MV-22 Osprey', 'BELL-BOEING V-22 Osprey']"
V221,L1P,L/G,5.8,5.6,,0.6,,400,1,,,,,145,132,,['MSW Votec 221']
V252,L1P,L/G,7.7,6.5,2.2,1,240,730,2,,,,,220,170,3500,['MSW Votec 252']
V280,T2T,M/Z,24.9,15.4,7,26,,800,4+14,,,60,,,280,,['BELL V-280 Valor']
V322,L1P,L/G,7.3,6.5,2.5,1,40,500,2,120,350,150,100,174,,3500,['MSW Votec 322']
V351,L1P,L/G,7.2,6.5,2.5,1,100,740,,110,300,150,,260,185,5000,['MSW Votec 351']
V452,L1T,L/G,7.7,6.7,2.2,1,320,740,2,,,,,250,190,3500,['MSW Votec 452']
V500,H1P,L/G,-,6.2,2.5,0.6,75,205,2,,,140,60,104,82,,['REVOLUTION Voyager-500']
V8SP,L1P,L/G,7.3,5.7,,0.7,,,2,,,150,100,173,128,,['BEACHNER V-8 Special']
VALI,L1P,L/G,12.8,8.7,2.7,2.2,450,800,2,,,210,130,158,147,1500,"['CONVAIR BT-13 Valiant', 'CONVAIR V-54 Valiant', 'VULTEE BT-13 Valiant', 'VULTEE BT-15 Valiant', 'VULTEE SNV Valiant', 'VULTEE V-54 Valiant', 'VULTEE V-74 Valiant']"
VAMP,L1J,L/G,11.5,9.3,1.8,5.8,1500,510,2,,,435,,475,,4000,"['DE HAVILLAND DH-100 Vampire', 'DE HAVILLAND DH-115 Vampire', 'F+W EMMEN DH-100 Vampire', 'F+W EMMEN DH-115 Vampire']"
VANT,L1J,L/G,14.4,12.4,4.3,3.7,900,1000,6,,,410,350,375,250,4000,['VISIONAIRE VA-10 Vantage']
VAUT,L2J,M/F,15.1,15.5,4.7,20.8,10964,650,2,1200,,490,,/ 0.94,0.84,11820,['SUD SO-4050 Vautour']
VELO,L1P,L/G,9.4,6.1,2.3,1.1,266,1100,4,430,460,200,130,210,,1200,"['VELOCITY Velocity 173', 'VELOCITY Velocity LW', 'VELOCITY Velocity SE', 'VELOCITY Velocity XL', 'VELOCITY Velocity TXL']"
VELT,L2P,L/G,10.3,6.7,2.3,1.5,380,1400,1+4,500,,170,,,175,2000,['VELOCITY Velocity V-Twin']
VENT,L1P,L/G,18,,,0.6,40,,,,,,,180,80,,"['SCHEMPP-HIRTH Ventus bT', 'SCHEMPP-HIRTH Ventus cM', 'SCHEMPP-HIRTH Ventus cT', 'SCHEMPP-HIRTH Ventus 2cM', 'SCHEMPP-HIRTH Ventus 2cT', 'SCHEMPP-HIRTH Ventus 2cxM', 'SCHEMPP-HIRTH Ventus 2cxT', 'SCHEMPP-HIRTH Ventus 3M', 'SCHEMPP-HIRTH Ventus 3T']"
VEZE,L1P,L/G,6.8,5.1,1.5,0.5,,870,2,400,430,200,130,173,143,1600,['RUTAN 33 VariEze']
VF2,L1P,L/G,6.1,6,1.7,0.5,65,,1,,,150,100,195,133,2700,['FRY VF-2 Esprit']
VF35,L1J,M/F,10.6,15.6,4.6,29.7,,800,1,,,530,,/ 1.60,,,['LOCKHEED MARTIN F-35B Lightning 2']
VF60,L1T,L/G,15.3,13.1,4.5,3.9,1340,880,11,620,520,200,140,185,167,900,['VULCANAIR VF-600 Mission']
VG3T,L1P,L/G,9.4,6.5,1.8,0.5,80,800,2,150,100,,,110,90,1000,['AVIAKIT Vega 3000']
VGUL,L1P,L/G,12,7.7,2.2,1.5,,550,4,,,180,100,147,139,1000,"['PERCIVAL K-1 Vega Gull', 'PERCIVAL P-10 Vega Gull']"
VIMA,L1P,L/G,9.2,7.3,2.7,0.9,,,2,,,150,100,105,80,,['VALTION Viima']
VIPJ,L1J,L/G,8.2,7.9,1.7,2.2,1000,800,2,400,650,280,250,457,450 / .7,15000,['VIPER ViperJet']
VIPR,L1P,L/G,8,6,1.8,0.6,77,400,2,100,,150,,112,,1500,"[""PAXMAN'S Viper""]"
VISI,L1P,L/G,8,,,0.8,150,,2,200,300,,,140,130,2300,['PRO-COMPOSITES Vision']
VIVA,L1P,L/G,17,,,,,,2,,,,,110,80,,['COMPOSIT AIRPLANES Viva']
VIX,L1P,L/G,9.7,6.7,2.7,0.6,100,,2,90,80,160,,120,,1000,"['SKYSTAR Kitfox Vixen', 'SKYSTAR Kitfox Voyager']"
VIXN,L1P,L/G,8.7,5.7,,0.6,60,350,2,91,107,140,,100,87,900,['AMAX Vixen']
VJ22,A1P,L/G,11.1,7.3,,0.7,76,200,2,122,152,130,80,105,85,550,['VOLMER VJ-22 Sportsman']
VK3P,L1P,L/G,12.1,7.9,3.2,1.6,400,1290,1+4,,,,,,260,1800,['CIRRUS VK-30 Cirrus (piston)']
VK3T,L1T,L/G,12.1,7.9,3.2,,,,1+4,,,,,,,,['CIRRUS VK-30 Cirrus (turbine)']
VL3,L1P,L/G,11.2,6.2,2,0.6,110,730,,320,335,130,100,145,,850,"['AVEKO VL-3', 'AVEKO VL-3 Sprint', 'AVEKO VL-3 Flamingo', 'GOBOSH G-800', 'JMB AIRCRAFT VL-3 Evolution', 'KLN VL-3', 'KLN VL-3 Flamingo', 'VANESSA AIR VL-3', 'VANESSA AIR VL-3 Flamingo']"
VM1,L1P,L/G,9.1,6.1,1.9,0.5,100,,2,140,200,150,,170,130,1800,['VOL MEDITERRANI VM-1 Esqual']
VNOM,L4J,M/G,40.7,24,4.8,136.4,,1620,6,,,400,,/ 0.77,,4330,"['DE HAVILLAND DH-112 Venom', 'F+W EMMEN DH-112 Venom']"
VNTE,L1J,L/G,12.8,9.8,2.1,7,,1520,1,,,450,,587,,10000,['SCHEMPP-HIRTH Ventus 3F']
VNTR,L1P,L/G,9,7.3,2.7,0.6,72,,2,195,190,,,106,91,1050,['ICP Ventura']
